Name,Mw,Omega,Tc,Pc,Vc,Zc,Tm,Tb,Ttr,Ptr,Vliq,SolPar,,,,,,,,,,,,,,,,,
CITRIC,ACID,"192,125","1,8454",822,"37,482","0,4197","0,233","426,15",659,"426,15","3,61E-06","3,4772","31,8647",,,,,,,,,,,,,,,,
HYDROXYCAPROIC,ACID,"132,159","1,1628",758,"35,924","0,402","0,232",334,576,334,"9,39E-07","2,521","29,1253",,,,,,,,,,,,,,,,
SALICYLIC,ACID,"138,123","0,8512",739,"51,123","0,326","0,275","431,75",529,"431,75","2,77E-02","2,6499","24,2107",,,,,,,,,,,,,,,,
2-HYDROXYETHYL,ACRYLATE,"116,117","0,8641",662,"39,28","0,359","0,26",213,484,213,"9,69E-10","4,2266","23,6402",,,,,,,,,,,,,,,,
METHYL,ACETOACETATE,"116,117","0,5078",642,"36,615","0,343","0,238","193,15","444,85","193,15","3,14E-09",0,"21,6804",,,,,,,,,,,,,,,,
ETHYL,LACTATE,"118,133","0,7926",588,"38,095","0,354","0,28","247,15","427,65","247,15","1,32E-04","2,3997","22,3818",,,,,,,,,,,,,,,,
ETHYL,ACETOACETATE,"130,144","0,5607",643,"32,272","0,391","0,239","234,15","453,95","234,15","2,94E-06","2,9597","19,8421",,,,,,,,,,,,,,,,
2-ETHOXYETHYL,ACETATE,"132,159","0,5332",597,"24,278","0,459","0,227","211,45","429,45","211,45","4,02E-07","2,2498","18,7611",,,,,,,,,,,,,,,,
PROPYLENE,GLYCOL,MONOMETHYL,ETHER,ACETATE,"132,159","0,4807","597,9","29,697","0,421","0,255",205,"-4,25E+05","4,88E+02","4,447","1,7986","18,3129",,,,,,,,,,,,,
ETHYL-3-ETHOXYPROPIONATE,"146,186","0,5781",609,"26,844","0,462","0,248",0,"438,15",0,"0,00E+00","1,55E-01","18,2282",,,,,,,,,,,,,,,,,
METHYL,SALICYLATE,"152,15","0,6315",701,"40,365","0,41","0,288","265,15","493,65","265,15","4,35E-07","2,4697","22,4044",,,,,,,,,,,,,,,,
DIETHYLENE,GLYCOL,ETHYL,ETHER,ACETATE,"176,213","0,7145",660,"23,884","0,565","0,249","248,15","-5,11E+05","6,11E+02","5,692",0,"17,7495",,,,,,,,,,,,,
DIPROPYLENE,GLYCOL,MONOMETHYL,ETHER,ACETATE,"190,24","0,7017",647,"22,403","0,609","0,257",245,"-5,22E+05","6,44E+02","6,027",0,"17,3252",,,,,,,,,,,,,
BIS-(2-HYDROXYETHYL),TEREPHTHALATE,"254,24","1,6035",846,"24,377","0,656","0,23","385,15",683,"385,15","5,16E-08",0,"26,7329",,,,,,,,,,,,,,,,
ACETOL,"74,079","0,7736",596,"56,649","0,228","0,264","256,15","418,65","256,15","1,77E-04","6,89E-02","25,7513",,,,,,,,,,,,,,,,,
"2,3-EPOXY-1-PROPANOL","74,079","0,6723",630,"58,722","0,216","0,245","228,15","433,65","228,15","2,09E-06","6,68E-02","27,4781",,,,,,,,,,,,,,,,,
2-METHOXYETHANOL,"76,095","0,7311",564,"49,445","0,242","0,259","188,05","397,55","188,05","9,95E-09","7,93E-02","23,2036",,,,,,,,,,,,,,,,,
ACETALDOL,"88,106",0,0,"45,3","0,278",0,0,0,0,"0,00E+00","8,01E-02",0,,,,,,,,,,,,,,,,,
3-HYDROXY-2-METHYL,PROPIONALDEHYDE,"88,106","0,7928",615,"45,3","0,281","0,252",0,440,0,"0,00E+00","4,0767","26,2807",,,,,,,,,,,,,,,,
2-ETHOXYETHANOL,"90,122","0,7591",569,"41,846","0,294","0,264",0,"408,15",0,"0,00E+00","9,75E-02","21,5411",,,,,,,,,,,,,,,,,
PROPYLENE,GLYCOL,MONOMETHYL,ETHER,"90,122","0,7219",553,"42,832","0,294","0,278","176,48","393,25","3,95E+02","3,513","2,4011","20,5218",,,,,,,,,,,,,,
FURFURAL,"96,086","0,3678","670,15","55,86","0,252","0,256","236,65","434,85","236,65","1,53E-05","8,32E-02","23,6099",,,,,,,,,,,,,,,,,
FURFURYL,ALCOHOL,"98,101","0,7356",632,"52,8","0,263","0,268","258,52","443,15","258,52","2,32E-05","1,9198","25,0886",,,,,,,,,,,,,,,,
TETRAHYDROFURFURYL,ALCOHOL,"102,133","0,7025",639,"45,991","0,29","0,254",0,"451,15",0,"0,00E+00","2,1198","22,9302",,,,,,,,,,,,,,,,
ETHYLENE,GLYCOL,MONOPROPYL,ETHER,"104,149","0,783",582,"36,22","0,347","0,263","183,15","424,5","4,38E+02","3,822",0,"20,0055",,,,,,,,,,,,,,
2-(2-METHOXYETHOXY)ETHANOL,"120,148","0,8704",630,"34,937","0,367","0,248","197,15","466,75","197,15","1,05E-11","1,18E-01","22,8234",,,,,,,,,,,,,,,,,
DIACETONE,ALCOHOL,"116,16","0,7684",606,"35,529","0,387","0,277","229,15","441,05","229,15","2,97E-06","3,2374","19,5262",,,,,,,,,,,,,,,,
DEXTROSE,"180,158",0,0,0,0,0,"419,15",0,"419,15","0,00E+00","0,00E+00",0,,,,,,,,,,,,,,,,,
2-BUTOXYETHANOL,"118,176","0,8174",600,"31,976","0,4","0,26","203,15","444,47","203,15","8,84E-09","1,32E-01","20,2518",,,,,,,,,,,,,,,,,
2-(2-ETHOXYETHOXY)ETHANOL,"134,175","0,9009",632,"30,989","0,42","0,251","195,15","475,15","195,15","7,20E-12","1,36E-01","21,3672",,,,,,,,,,,,,,,,,
p-HYDROXYBENZALDEHYDE,"122,123","0,6172",844,"49,247","0,361","0,257","390,15","583,15","390,15","1,05E-03","1,07E-01","25,0479",,,,,,,,,,,,,,,,,
SALICYLALDEHYDE,"122,123","0,6245",680,"49,247","0,342","0,302","266,15","469,65","266,15","5,92E-05","1,06E-01","21,3",,,,,,,,,,,,,,,,,
GUAIACOL,"124,139","0,5627",697,"46,681","0,353","0,288","304,65","478,15","304,65","5,28E-04","1,11E-01","21,4774",,,,,,,,,,,,,,,,,
p-METHOXYPHENOL,"124,139","0,5405",758,"49,05","0,342","0,27",329,516,329,"2,57E-04","1,11E-01","24,1806",,,,,,,,,,,,,,,,,
PROPYLENE,GLYCOL-tert-BUTYL,ETHER-1,"132,203","0,7738",567,"29,509","0,433","0,275",0,"417,15",0,"4,472","2,1882","18,8036",,,,,,,,,,,,,,,
PROPYLENE,GLYCOL-tert-BUTYL,ETHER-2,"132,203","0,7746",578,"29,509","0,439","0,273",0,"425,15",0,"4,444","1,9698","19,0726",,,,,,,,,,,,,,,
DIPROPYLENE,GLYCOL,MONOMETHYL,ETHER,"148,202","0,8803",612,"28,621","0,466","0,266","193,15","461,45","5,50E+02","4,93","2,47","18,1054",,,,,,,,,,,,,,
4-CARBOXYBENZALDEHYDE,"150,134","0,8174",966,"37,7","0,393","0,187","520,15",702,"520,15","4,37E-03","1,03E-01","30,0821",,,,,,,,,,,,,,,,,
VANILLIN,"152,15","0,7573",777,"39,576","0,415","0,258",355,558,355,"1,16E-04","1,33E-01","24,0575",,,,,,,,,,,,,,,,,
DIETHYLENE,GLYCOL,MONOBUTYL,ETHER,"162,229","0,9315",654,"25,265","0,526","0,248","205,15","504,15","5,96E+02","5,106",0,"21,0343",,,,,,,,,,,,,,
ACETYLSALICYLIC,ACID,"180,16","0,8327",765,"32,272","0,469","0,241","408,15",564,"408,15","2,77E-03","2,0893","22,3848",,,,,,,,,,,,,,,,
ACETOVANILLONE,"166,177","0,7856",786,"36,023","0,467","0,261","387,65","570,65","387,65","6,20E-04","1,55E-01","22,3794",,,,,,,,,,,,,,,,,
ETHYL,VANILLIN,"166,177","1,0728",748,"32,272","0,467","0,246","350,65",567,"350,65","1,57E-05",0,"24,9578",,,,,,,,,,,,,,,,
TRIPROPYLENE,GLYCOL,MONOMETHYL,ETHER,"206,282","1,1254",657,"21,515","0,652","0,26","231,15","515,55","7,00E+02","6,214","3,5671","18,2623",,,,,,,,,,,,,,
SUCROSE,"342,3","0,3696",1063,"26,548","0,761","0,232","460,15",735,"460,15","6,56E-04","2,40E-01","17,8907",,,,,,,,,,,,,,,,,
HYDROXYACETONITRILE,"57,052","0,8007",664,"58,525","0,195","0,209",0,467,0,"0,00E+00","5,23E-02","36,4355",,,,,,,,,,,,,,,,,
AMINOACETONITRILE,"56,067","0,4657",638,"53,689","0,229","0,235",0,425,0,"0,00E+00","6,84E-02","26,8778",,,,,,,,,,,,,,,,,
HYDRACRYLONITRILE,"71,079","0,8265",690,"48,261","0,243","0,207","227,15","494,15","227,15","6,57E-08","6,83E-02","28,6082",,,,,,,,,,,,,,,,,
LACTONITRILE,"71,079","0,7886",643,"49,642","0,243","0,229",233,457,233,"8,98E-08","7,23E-02","29,6221",,,,,,,,,,,,,,,,,
3-METHOXYPROPIONITRILE,"85,106","0,4597",638,"35,825","0,324","0,222","210,12","438,15","210,12","4,88E-07","9,10E-02","22,577",,,,,,,,,,,,,,,,,
AMINOCAPRONITRILE,"112,175","0,6616",698,"30,101","0,441","0,232",0,504,0,"0,00E+00","1,36E-01","17,2526",,,,,,,,,,,,,,,,,
PHENYLACETONITRILE,"117,15","0,4715",732,"34,148","0,391","0,222","249,35","506,65","249,35","1,26E-06","1,16E-01","21,7939",,,,,,,,,,,,,,,,,
m-NITROANILINE,"138,126","0,7297",815,"43,622","0,406","0,265","387,15",579,"387,15","9,86E-04","1,35E-01","24,3162",,,,,,,,,,,,,,,,,
o-NITROANILINE,"138,126","0,741",784,"43,622","0,406","0,275","344,65",558,"344,65","1,70E-04","1,36E-01","24,3093",,,,,,,,,,,,,,,,,
p-NITROANILINE,"138,126","0,7824",851,"43,622","0,406","0,254","420,65","609,15","420,65","1,70E-03","1,30E-01","25,5359",,,,,,,,,,,,,,,,,
"4,4'-DINITRODIPHENYLAMINE","259,221","1,0247",926,"25,857","0,71","0,242","491,05",709,"491,05","6,59E-04","2,27E-01","21,2453",,,,,,,,,,,,,,,,,
o-NITRODIPHENYLAMINE,"214,224","0,7669",835,"28,325","0,623","0,258","348,15",616,"348,15","2,13E-05","1,95E-01","19,3658",,,,,,,,,,,,,,,,,
p-NITRODIPHENYLAMINE,"214,224",0,900,"28,325","0,623","0,239","407,15",664,"407,15","0,00E+00","1,87E-01",0,,,,,,,,,,,,,,,,,
"4,4'-DINITROTRIPHENYLAMINE","335,319","1,09",946,"19,738","0,929","0,236","479,65",743,"479,65","9,67E-05","2,85E-01","19,7541",,,,,,,,,,,,,,,,,
FORMAMIDE,"45,041","0,4124",771,"76,98","0,163","0,198","275,7",493,"275,6","1,02E-05","3,99E-02","38,5674",,,,,,,,,,,,,,,,,
UREA,"60,056",0,705,"89,317","0,218","0,337","405,85",465,"405,85","9,19E-04","4,88E-02",0,,,,,,,,,,,,,,,,,
ACETAMIDE,"59,068","0,421",761,"65,137","0,215","0,224","354,15","494,3","353,33","3,32E-03","5,90E-02","31,7276",,,,,,,,,,,,,,,,,
N-METHYLFORMAMIDE,"59,068","0,41",721,"55,465","0,215","0,202","269,35","472,661","269,35","2,69E-05","5,91E-02","30,5022",,,,,,,,,,,,,,,,,
MONOETHANOLAMINE,"61,084","0,4467","678,2","70,308","0,225","0,284","283,65","443,15","283,65","1,32E-04","6,03E-02","31,8267",,,,,,,,,,,,,,,,,
ACRYLAMIDE,"71,079","0,4863",776,"56,551","0,26","0,231","357,65",514,"357,65","2,23E-03","7,62E-02","28,4464",,,,,,,,,,,,,,,,,
"N,N-DIMETHYLFORMAMIDE","73,095","0,3177","649,6","43,622","0,262","0,214","212,72","425,15","212,72","1,93E-06","7,74E-02","23,9553",,,,,,,,,,,,,,,,,
N-METHYLACETAMIDE,"73,095","0,4351",718,"49,149","0,267","0,223","301,15","478,15","301,15","2,82E-04","7,69E-02","27,2051",,,,,,,,,,,,,,,,,
1-AMINO-2-PROPANOL,"75,111","0,787",614,"55,959","0,278","0,309","274,89","432,61","274,89","2,23E-04","7,85E-02","25,8942",,,,,,,,,,,,,,,,,
3-AMINO-1-PROPANOL,"75,111","0,8273",649,"54,281","0,245","0,25","284,15","460,65","284,15","2,46E-05","7,66E-02","29,7616",,,,,,,,,,,,,,,,,
METHYLETHANOLAMINE,"75,111","0,5855",630,"51,517","0,253","0,252","268,65","431,15","268,65","1,10E-04","8,04E-02","25,9345",,,,,,,,,,,,,,,,,
2-METHACRYLAMIDE,"85,106","0,4209",741,"53,787","0,298","0,264","383,65",488,"383,65","2,79E-02","1,02E-01","22,7621",,,,,,,,,,,,,,,,,
"N,N-DIMETHYLACETAMIDE","87,122","0,3635",658,"39,773","0,321","0,236","253,15","439,25","253,15","7,54E-05","9,30E-02","22,3527",,,,,,,,,,,,,,,,,
DIMETHYLETHANOLAMINE,"89,138","0,711","571,82","40,859","0,3","0,261","214,15","407,15","214,15","3,71E-07","1,01E-01","22,7864",,,,,,,,,,,,,,,,,
2-AMINOETHOXYETHANOL,"105,137","0,9693",699,"43,03","0,33","0,248","260,65",514,0,"0,00E+00","1,00E-01","28,6508",,,,,,,,,,,,,,,,,
DIETHANOLAMINE,"105,137","0,9529","736,6","42,142","0,349","0,243","301,15","541,54","301,15","1,01E-06","9,62E-02","29,2609",,,,,,,,,,,,,,,,,
N-AMINOETHYL,ETHANOLAMINE,"104,152","1,0473",698,"44,017","0,328","0,252",0,517,0,"0,00E+00",0,"29,2264",,,,,,,,,,,,,,,,
tert-BUTYLFORMAMIDE,"101,148","0,4491",692,"35,134","0,383","0,237","289,15","475,15","289,15","1,75E-04","1,13E-01","22,0083",,,,,,,,,,,,,,,,,
METHYL,DIETHANOLAMINE,"119,164","1,1649",675,"38,293","0,368","0,254","252,15",518,"252,15","2,01E-08","2,8597","28,1381",,,,,,,,,,,,,,,,
6-AMINOHEXANOL,"117,191","0,9689",665,"33,95","0,436","0,271",331,"496,15",331,"1,77E-04","1,49E-01","22,605",,,,,,,,,,,,,,,,,
DIISOPROPANOLAMINE,"133,191","1,3891",672,"35,529","0,454","0,293","318,15","521,9","318,15","2,15E-06","1,35E-01","26,6109",,,,,,,,,,,,,,,,,
TRIETHANOLAMINE,"149,19","1,2841","772,1","27,071","0,472","0,202","294,35","608,54","294,35","2,83E-09","1,33E-01","27,4262",,,,,,,,,,,,,,,,,
p-DIMETHYLAMINOBENZALDEHYDE,"149,192","0,5272",832,"30,299","0,471","0,209",348,588,348,"2,21E-04","1,42E-01","20,6063",,,,,,,,,,,,,,,,,
ETHYLENEDIAMINETETRAACETIC,ACID,"292,246","1,6994",973,"22,008","0,798","0,22",0,795,0,"0,00E+00",0,"18,1652",,,,,,,,,,,,,,,,
GLYCINE,"75,067","0,6956",1028,"66,519","0,234","0,185","570,35",704,"570,35","2,78E-02","6,79E-02",0,,,,,,,,,,,,,,,,,
OXAZOLE,"69,063","0,2331",554,"62,374","0,237","0,325",0,"342,65",0,"0,00E+00","9,62E-02","17,9466",,,,,,,,,,,,,,,,,
NITROGLYCERINE,"227,088","1,1841",680,"29,608","0,419","0,222","286,15",523,"286,15","1,26E-07","1,43E-01","25,0339",,,,,,,,,,,,,,,,,
METHYL,CYANOACETATE,"99,089","0,5413",687,"37,602","0,305","0,203","260,08","478,24","260,08","4,20E-06",0,"25,7675",,,,,,,,,,,,,,,,
ACETONE,CYANOHYDRIN,"85,106","0,7673",620,"41,944","0,296","0,244","253,15",444,"253,15","4,16E-06","3,1697","25,7301",,,,,,,,,,,,,,,,
2-PYRROLIDONE,"85,106","0,4335",792,"60,893","0,264","0,247","298,15","518,15","298,15","2,67E-05","7,68E-02","28,7921",,,,,,,,,,,,,,,,,
MORPHOLINE,"87,122","0,3485",618,"52,702","0,276","0,287","270,05","401,15","270,05","2,10E-03","8,75E-02","21,7932",,,,,,,,,,,,,,,,,
ETHYL,CYANOACETATE,"113,116",0,679,"32,963","0,358","0,212","250,65","479,15","250,65","3,97E-07","2,1698","25,22",,,,,,,,,,,,,,,,
PENTAERYTHRITOL,TETRANITRATE,"316,138","1,4514",676,"22,107","0,731","0,291","413,65",543,"413,65","3,35E-03","2,479","17,3815",,,,,,,,,,,,,,,,
N-METHYL-2-PYRROLIDONE,"99,133","0,395","721,8","47,175","0,31","0,247","249,15","477,42","249,15","5,33E-06","9,66E-02","23,1591",,,,,,,,,,,,,,,,,
L-GLUTAMIC,ACID,"147,131","1,1965",886,"40,799","0,3833","0,215","497,15",670,"497,15","1,87E-03",0,"30,2893",,,,,,,,,,,,,,,,
NIACIN,"123,111","0,5958",760,"45,793","0,349","0,256","509,65",526,"509,65","6,53E-01","1,29E-01","20,266",,,,,,,,,,,,,,,,,
BIS(CYANOETHYL)ETHER,"124,142","0,7775",783,"27,93","0,377","0,164","246,85",579,"246,85","9,91E-11","1,19E-01","26,2712",,,,,,,,,,,,,,,,,
epsilon-CAPROLACTAM,"113,159","0,4739",806,"47,076","0,356","0,253","342,36","543,15","342,36","2,86E-04","1,10E-01","24,169",,,,,,,,,,,,,,,,,
CYCLOHEXANONE,OXIME,"113,159","0,462",715,"46,287","0,369","0,291","363,15","481,15","363,15","1,31E-02","0,8303","19,9232",,,,,,,,,,,,,,,,
LYSINE,"146,189","1,0119",821,"34,838","0,502","0,26",498,615,498,"2,23E-02","1,79E-01","21,5769",,,,,,,,,,,,,,,,,
FORMANILIDE,"121,139","0,5449",787,"40,563","0,382","0,24","323,15","544,15","323,15","4,89E-05","1,12E-01","24,7128",,,,,,,,,,,,,,,,,
o-NITROANISOLE,"153,138","0,5613",782,"37,108","0,422","0,244","283,6","546,15","283,6","9,87E-07","1,23E-01","23,9922",,,,,,,,,,,,,,,,,
ACETANILIDE,"135,166","0,5635",825,"36,812","0,43","0,234","386,65","576,95","386,65","9,98E-04","1,31E-01","22,9763",,,,,,,,,,,,,,,,,
ACETAMINOPHEN,"151,165","0,7997",736,"42,043","0,452","0,315","440,65",530,"440,65","4,78E-02","1,86E-01","18,8352",,,,,,,,,,,,,,,,,
CAFFEINE,"194,193",0,0,0,"0,51",0,"509,15",0,"509,15","0,00E+00","2,30E-01",0,,,,,,,,,,,,,,,,,
p-PHENETIDINE,"137,181","0,5351",754,"35,233","0,446","0,254",277,527,277,"1,87E-06","1,30E-01","22,7355",,,,,,,,,,,,,,,,,
8-HYDROXYQUINOLINE,"145,161","0,5223",788,"43,03","0,414","0,276",348,540,348,"4,04E-04","1,24E-01","23,0515",,,,,,,,,,,,,,,,,
L-PHENYLALANINE,"165,192","0,8516",854,"34,246","0,506","0,247","556,15",628,"556,15","1,50E-01","1,80E-01","20,2963",,,,,,,,,,,,,,,,,
ACETOACETANILIDE,"177,203","0,8004",803,"29,904","0,534","0,242","358,15",592,"358,15","3,03E-05","1,61E-01","22,719",,,,,,,,,,,,,,,,,
CARBONYL,SULFIDE,"60,076","0,097","378,8","62,66","0,1351","0,272","134,35",223,"134,3","5,85E-04","0,7104","18,1299",,,,,,,,,,,,,,,,
THIOGLYCOLIC,ACID,"92,119","0,5598",733,"60,202","0,239","0,239","256,65",493,"256,65","2,12E-06","2,2812","28,8477",,,,,,,,,,,,,,,,
DIMETHYL,SULFOXIDE,"78,135","0,2806",729,"55,761","0,227","0,212","291,67",464,"291,67","4,96E-04","3,9568","26,7487",,,,,,,,,,,,,,,,
2-MERCAPTOETHANOL,"78,135","0,6716",629,"61,88","0,219","0,263",200,"430,9",200,"3,86E-08","7,03E-02","26,5178",,,,,,,,,,,,,,,,,
3-MERCAPTOPROPIONIC,ACID,"106,145","0,5885",729,"49,544","0,281","0,233","290,65",501,"290,65","3,41E-05","2,2512","26,2795",,,,,,,,,,,,,,,,
SULFOLENE,"118,156",0,800,"52,8","0,287","0,231",338,523,338,"0,00E+00","9,20E-02","18,8083",,,,,,,,,,,,,,,,,
SULFOLANE,"120,172","0,3823",853,"49,642","0,3","0,213","300,55","560,45","300,55","6,95E-06","9,53E-02","26,1126",,,,,,,,,,,,,,,,,
ETHYLTHIOETHANOL,"106,189","0,731",641,"42,635","0,325","0,263","173,15","456,65","173,15","1,55E-11","1,05E-01","22,6639",,,,,,,,,,,,,,,,,
DIMERCAPTOETHYL,ETHER,"138,255","0,4193",720,"36,417","0,378","0,233","193,15","490,15","193,15","2,57E-10",0,"21,6775",,,,,,,,,,,,,,,,
THIODIGLYCOL,"122,188","1,1764",731,"45,497","0,343","0,26","262,95","555,15","262,95","8,62E-08","1,03E-01","29,7303",,,,,,,,,,,,,,,,,
3-METHYL,SULFOLANE,"134,199","0,4191",817,"41,846","0,353","0,22","273,65","549,15","273,65","7,99E-07","4,7962","24,0797",,,,,,,,,,,,,,,,
DI-n-PROPYL,SULFONE,"150,242","0,5821",763,"30,693","0,463","0,227",303,543,303,"9,63E-06","4,4664","21,9205",,,,,,,,,,,,,,,,
2-MERCAPTOBENZOTHIAZOLE,"167,255",0,0,"39,477","0,406",0,"455,15",0,"455,15","0,00E+00","1,38E-01",0,,,,,,,,,,,,,,,,,
DI-n-BUTYL,SULFONE,"178,296","0,6877",767,"25,068","0,569","0,227",318,564,318,"8,74E-06","4,4664","20,4125",,,,,,,,,,,,,,,,
PHOSGENE,"98,916","0,2013",455,56,"0,19","0,285","145,37","280,71","145,37","9,09E-06","7,05E-02","17,84",,,,,,,,,,,,,,,,,
CARBONYL,FLUORIDE,"66,007","0,2829",297,"56,847","0,141","0,329","161,89","188,58","161,89","1,24E-01","0,9499","16,45",,,,,,,,,,,,,,,,
TRICHLOROACETYL,CHLORIDE,"181,832","0,3502",590,"40,464","0,332","0,277","216,2","391,15","216,2","7,62E-05","1,199","18,4873",,,,,,,,,,,,,,,,
DICHLOROACETYL,CHLORIDE,"147,387","0,3089",585,"45,497","0,283","0,268",230,"380,45",230,"2,68E-04","1,5797","19,514",,,,,,,,,,,,,,,,
TRICHLOROACETALDEHYDE,"147,387","0,3323",565,"43,523","0,288","0,27",216,"370,85",216,"1,00E-04","9,83E-02","19,1533",,,,,,,,,,,,,,,,,
TRICHLOROACETIC,ACID,"163,387","0,549",688,"47,471","0,309","0,26",330,"470,78",330,"2,04E-03","1,1091","23,8109",,,,,,,,,,,,,,,,
TRIFLUOROACETIC,ACID,"114,024","0,5238","491,25","32,154","0,204","0,163","257,9","344,95","257,9","1,36E-02","2,2798","21,6213",,,,,,,,,,,,,,,,
CHLOROACETYL,CHLORIDE,"112,943","0,354",581,"50,432","0,245","0,259","251,15","379,15","251,15","1,34E-03","2,2182","21,3042",,,,,,,,,,,,,,,,
DICHLOROACETALDEHYDE,"112,943","0,3437",555,"48,853","0,239","0,256",223,362,223,"3,01E-04","8,00E-02","21,0901",,,,,,,,,,,,,,,,,
DICHLOROACETIC,ACID,"128,942","0,555",686,"51,024","0,265","0,24","286,55","467,15","286,54","8,45E-05",0,"26,761",,,,,,,,,,,,,,,,
ACETYL,CHLORIDE,"78,498","0,334",508,"56,649","0,196","0,266","160,3","323,9","160,3","9,33E-07","2,7188","19,7299",,,,,,,,,,,,,,,,
CHLOROACETALDEHYDE,"78,498","0,3297",555,"52,998","0,201","0,234","315,65",358,"315,65","1,93E-01","6,49E-02","22,9669",,,,,,,,,,,,,,,,,
CHLOROACETIC,ACID,"94,497","0,5461",686,"57,044","0,221","0,224","333,15","462,5","333,15","3,58E-03","2,3082","28,7197",,,,,,,,,,,,,,,,
METHYL,CHLOROFORMATE,"94,497","0,3921",525,"52,899","0,221","0,271",0,344,0,"0,00E+00","2,2212","20,9754",,,,,,,,,,,,,,,,
BIS(CHLOROMETHYL)ETHER,"114,959","0,3239",579,"45,201","0,258","0,245","231,65",378,"231,65","3,25E-04","8,77E-02","20,5726",,,,,,,,,,,,,,,,,
2-CHLOROETHANOL,"80,514","0,6578",585,"58,426","0,212","0,258","205,65","401,75","205,65","2,09E-06","6,73E-02","25,3838",,,,,,,,,,,,,,,,,
CHLOROMETHYL,METHYL,ETHER,"80,514","0,2698",521,"49,642","0,214","0,249","169,65","332,65","169,65","2,545","1,7596","19,6788",,,,,,,,,,,,,,,
HEXAFLUOROACETONE,"166,023","0,3636","357,14",28,"0,329","0,314","147,7","245,88","147,7","2,06E-04","1,08E-01","13,496",,,,,,,,,,,,,,,,,
alpha-EPICHLOROHYDRIN,"92,525","0,2523",615,"48,359","0,233","0,223","215,95","391,65","215,95","2,17E-05","7,88E-02","22,4034",,,,,,,,,,,,,,,,,
ETHYL,CHLOROFORMATE,"108,524","0,835","508,15","44,412","0,274","0,292",192,366,192,"1,26E-07","2,56","22,215",,,,,,,,,,,,,,,,
METHYL,CHLOROACETATE,"108,524","0,434",600,"44,412","0,27","0,244","241,03","402,97","241,03","9,38E-05",0,"22,3479",,,,,,,,,,,,,,,,
ETHYLCHLOROACETATE,"122,551","0,3932",618,"37,404","0,327","0,241","247,15","417,35","247,15","1,16E-04","1,07E-01","20,3217",,,,,,,,,,,,,,,,,
m-CHLOROPHENOL,"128,558","0,4856",729,"52,504","0,32","0,281",306,487,306,"6,98E-04","1,02E-01","22,1298",,,,,,,,,,,,,,,,,
o-CHLOROPHENOL,"128,558","0,4372",675,"49,346","0,325","0,29",282,"447,53",282,"1,23E-03","1,02E-01","21,391",,,,,,,,,,,,,,,,,
p-CHLOROPHENOL,"128,558","0,4849",738,"52,504","0,325","0,282",316,"493,11",316,"8,88E-04","1,01E-01","22,6226",,,,,,,,,,,,,,,,,
m-CHLOROBENZOYL,CHLORIDE,"175,014","0,4542",724,"36,319","0,406","0,248",280,498,280,"4,11E-05",0,"21,3584",,,,,,,,,,,,,,,,
BENZOYL,CHLORIDE,"140,569","0,4159",697,"40,069","0,367","0,257","272,65","470,15","272,65","1,22E-04","3,3273","20,3427",,,,,,,,,,,,,,,,
o-CHLOROBENZOIC,ACID,"156,568","0,6637",792,"39,773","0,383","0,234","415,15","560,15","415,15","6,11E-03","2,4497",0,,,,,,,,,,,,,,,,
ISOPHTHALOYL,CHLORIDE,"203,024","0,6455",768,"32,865","0,471","0,246",317,549,317,"1,63E-05","5,1559","22,2999",,,,,,,,,,,,,,,,
"1-CHLORO-2,4-DINITROBENZENE","202,554","0,7319","813,77","34,444","0,478","0,247","326,55",588,"326,55","2,70E-06","1,33E-01","24,9773",,,,,,,,,,,,,,,,,
"1,2-DICHLORO-4-NITROBENZENE","192,001","0,5385",758,"35,529","0,436","0,249","315,65",529,"315,65","6,63E-05","1,29E-01","22,5458",,,,,,,,,,,,,,,,,
m-CHLORONITROBENZENE,"157,556","0,4919",742,"39,28","0,432","0,279","317,65","508,85","317,65","5,15E-04","1,17E-01","21,3333",,,,,,,,,,,,,,,,,
o-CHLORONITROBENZENE,"157,556","0,4864",757,"39,28","0,432","0,273","306,15",519,"306,15","1,60E-04","1,16E-01","21,7801",,,,,,,,,,,,,,,,,
p-CHLORONITROBENZENE,"157,556","0,4874",751,"39,28","0,432","0,275","356,65","515,15","356,65","2,41E-03","1,21E-01","22,0674",,,,,,,,,,,,,,,,,
"3,4-DICHLOROANILINE","162,018","0,4678",800,"40,563","0,409","0,253","344,65",545,"344,65","3,49E-04","1,21E-01","23,0307",,,,,,,,,,,,,,,,,
m-CHLOROANILINE,"127,573","0,4198",751,"45,3","0,364","0,268","262,75","501,65","262,75","2,48E-06","1,05E-01","23,5664",,,,,,,,,,,,,,,,,
o-CHLOROANILINE,"127,573","0,4213",722,"45,3","0,364","0,278","271,05","481,99","271,05","3,21E-05","1,06E-01","22,7634",,,,,,,,,,,,,,,,,
p-CHLOROANILINE,"127,573","0,421",754,"45,3","0,364","0,267","343,05","503,65","343,05","2,16E-03","1,09E-01","22,6507",,,,,,,,,,,,,,,,,
4-CHLORO-3-NITROBENZOTRIFLUORIDE,"225,554","0,6038",686,"27,042","0,49","0,235","270,61","495,73","270,61","7,33E-06","1,50E-01","19,883",,,,,,,,,,,,,,,,,
"3,4-DICHLOROPHENYL",ISOCYANATE,"188,012","0,3351",733,"32,865","0,456","0,249","316,15",501,"316,15","7,33E-04",0,"19,6646",,,,,,,,,,,,,,,,
